0.0,0.666666666667,0.026455026455,0.00529100529101,0.039,0.128205128205,0.25641025641,TRUTHFUL
0.0322580645161,0.854166666667,0.025,0.0,0.031,0.322580645161,0.354838709677,TRUTHFUL
0.0294117647059,0.95,0.16265060241,0.0361445783133,0.034,0.323529411765,0.176470588235,FAKE
0.0192307692308,0.733333333333,0.0327272727273,0.0,0.052,0.365384615385,0.326923076923,TRUTHFUL
0.0,0.75,0.0,0.00740740740741,0.023,0.391304347826,0.434782608696,TRUTHFUL
0.0434782608696,0.466666666667,0.0403225806452,0.0,0.023,0.391304347826,0.347826086957,TRUTHFUL
0.0416666666667,0.875,0.0327868852459,0.00819672131148,0.024,0.208333333333,0.166666666667,FAKE
0.05,0.444444444444,0.0,0.0,0.02,0.3,0.3,TRUTHFUL
0.0222222222222,0.521428571429,0.0212765957447,0.0,0.045,0.4,0.488888888889,TRUTHFUL
0.0285714285714,0.663888888889,0.0242718446602,0.0,0.035,0.485714285714,0.457142857143,TRUTHFUL
0.0,1.0,0.00970873786408,0.00970873786408,0.022,0.227272727273,0.363636363636,TRUTHFUL
0.0138888888889,0.366666666667,0.0354223433243,0.0,0.072,0.430555555556,0.305555555556,TRUTHFUL
0.0,0.442857142857,0.0739299610895,0.0,0.048,0.291666666667,0.229166666667,TRUTHFUL
0.0286885245902,0.500512645249,0.0517928286853,0.0111553784861,0.244,0.331967213115,0.258196721311,TRUTHFUL
0.027027027027,0.551515151515,0.043956043956,0.0,0.037,0.567567567568,0.243243243243,TRUTHFUL
0.0869565217391,0.575,0.030534351145,0.0229007633588,0.023,0.347826086957,0.217391304348,TRUTHFUL
0.063829787234,0.58125,0.0316742081448,0.00452488687783,0.047,0.36170212766,0.234042553191,TRUTHFUL
0.0,0.733333333333,0.0227272727273,0.0,0.029,0.275862068966,0.310344827586,TRUTHFUL
0.00990099009901,0.406060606061,0.0238095238095,0.0018315018315,0.101,0.316831683168,0.316831683168,TRUTHFUL
0.0,0.376666666667,0.00862068965517,0.0,0.021,0.238095238095,0.428571428571,TRUTHFUL
0.030303030303,0.45,0.0254777070064,0.0,0.033,0.333333333333,0.30303030303,TRUTHFUL
0.0454545454545,0.0,0.018691588785,0.0,0.022,0.318181818182,0.227272727273,TRUTHFUL
0.1,0.533333333333,0.0,0.0,0.02,0.3,0.45,TRUTHFUL
0.0,0.817063492063,0.00561797752809,0.0,0.039,0.25641025641,0.230769230769,TRUTHFUL
0.0350877192982,0.485714285714,0.0204778156997,0.0,0.057,0.263157894737,0.19298245614,FAKE
0.0,0.65,0.0406976744186,0.0,0.035,0.342857142857,0.257142857143,TRUTHFUL
0.0454545454545,0.725,0.0490196078431,0.0,0.022,0.363636363636,0.227272727273,TRUTHFUL
0.0,0.65,0.0325,0.0,0.083,0.265060240964,0.265060240964,TRUTHFUL
